,G10,G100,G11,G12,G13,G14,G15,G16,G17,G18,G19,G2,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G3,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G4,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G5,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G6,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G7,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G8,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G9,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G1
G1,0.0,0.186,0.094,0.0,0.178,0.036,0.02,0.002,0.004,0.0,0.008,0.0,0.004,0.038000000000000006,0.046,0.006,0.0,0.008,0.016,0.026000000000000002,0.014000000000000002,0.006,0.008,0.064,0.034,0.030000000000000006,0.004,0.0,0.0,0.0,0.01,0.0,0.064,0.03200000000000001,0.0,0.012,0.002,0.0,0.0,0.032,0.052000000000000005,0.0,0.012,0.018,0.014000000000000002,0.044000000000000004,0.014000000000000002,0.006,0.004,0.118,0.008,0.0,0.038,0.008,0.002,0.0,0.030000000000000006,0.05600000000000001,0.0,0.008,0.004,0.008,0.032,0.024,0.024,0.033999999999999996,0.014000000000000002,0.0,0.006,0.10200000000000001,0.006,0.0,0.0,0.0,0.002,0.09,0.02,0.032,0.006,0.004,0.012,0.030000000000000006,0.032,0.11600000000000002,0.0,0.016,0.004,0.016,0.046,0.006,0.004,0.01,0.082,0.21600000000000003,0.098,0.404,0.062,0.018,0.004,
G10,,0.0,0.0,0.15,0.006,0.0,0.0,0.0,0.0,0.0,0.046,0.038,0.0,0.032,0.028000000000000004,0.0,0.008,0.0,0.0,0.002,0.004,0.0,0.0,0.01,0.022,0.004,0.0,0.002,0.012,0.13399999999999998,0.31199999999999994,0.502,0.0,0.01,0.0,0.002,0.032,0.014000000000000002,0.018,0.022000000000000002,0.004,0.736,0.044000000000000004,0.002,0.006,0.002,0.004,0.002,0.0,0.0,0.006,0.014000000000000002,0.002,0.004,0.0,0.006,0.002,0.0,0.0,0.008,0.0,0.0,0.016,0.0,0.01,0.0,0.042,0.04,0.004,0.0,0.004,0.08600000000000001,0.0,0.0,0.186,0.0,0.004,0.008,0.08,0.01,0.0,0.004,0.012,0.01,0.014000000000000002,0.006,0.026000000000000002,0.0,0.0,0.022000000000000002,0.014000000000000002,0.0,0.128,0.0,0.0,0.008,0.01,0.004,0.0,0.0
G100,0.0,,0.008,0.0,0.028000000000000004,0.0,0.002,0.06400000000000002,0.0,0.022,0.0,0.0,0.006,0.006,0.0,0.008,0.008,0.02,0.022,0.006,0.0,0.0,0.026000000000000002,0.016,0.018000000000000002,0.016,0.0,0.008,0.024,0.004,0.008,0.0,0.0,0.054000000000000006,0.042,0.09000000000000001,0.05,0.008,0.01,0.0,0.092,0.054000000000000006,0.0,0.030000000000000006,0.0,0.012,0.048,0.01,0.012,0.006,0.02,0.002,0.0,0.028000000000000004,0.03200000000000001,0.05,0.028000000000000004,0.014000000000000002,0.01,0.018000000000000002,0.118,0.002,0.0,0.20999999999999996,0.002,0.0,0.006,0.014000000000000002,0.068,0.004,0.006,0.028000000000000004,0.0,0.0,0.006,0.11200000000000002,0.01,0.01,0.022,0.0,0.0,0.057999999999999996,0.01,0.0,0.074,0.0,0.004,0.012,0.078,0.08800000000000001,0.0,0.028000000000000004,0.008,0.19,0.376,0.294,0.0,0.004,0.0,0.11800000000000002
G11,0.0,0.0,,0.034,0.008,0.0,0.194,0.024,0.0,0.004,0.2,0.006,0.044,0.078,0.0,0.004,0.0,0.008,0.004,0.47800000000000004,0.196,0.02,0.0,0.022,0.0,0.0,0.0,0.044000000000000004,0.012,0.0,0.008,0.004,0.036,0.036,0.01,0.004,0.048,0.008,0.041999999999999996,0.074,0.0,0.006,0.024,0.0,0.012,0.006,0.002,0.0,0.066,0.002,0.068,0.0,0.032,0.008,0.006,0.02,0.006,0.012,0.024,0.21800000000000003,0.13,0.034,0.004,0.008,0.078,0.02,0.012,0.0,0.0,0.03200000000000001,0.002,0.012,0.01,0.034,0.0,0.016,0.022000000000000002,0.002,0.0,0.004,0.008,0.048,0.033999999999999996,0.01,0.012,0.01,0.028000000000000004,0.01,0.014000000000000002,0.0,0.086,0.0,0.0,0.018000000000000002,0.0,0.014000000000000002,0.004,0.033999999999999996,0.006,0.082
G12,0.33399999999999996,0.0,0.034,,0.0,0.01,0.0,0.006,0.0,0.002,0.004,0.014000000000000002,0.0,0.156,0.054000000000000006,0.004,0.082,0.0,0.012,0.026000000000000002,0.0,0.046,0.006,0.01,0.0,0.002,0.0,0.002,0.0,0.0,0.34199999999999997,0.23400000000000004,0.012,0.012,0.01,0.08199999999999999,0.074,0.09200000000000001,0.01,0.004,0.0,0.47400000000000003,0.018000000000000002,0.16599999999999998,0.004,0.01,0.018,0.0,0.006,0.006,0.022000000000000002,0.012,0.002,0.01,0.008,0.0,0.0,0.008,0.024,0.012,0.044000000000000004,0.02,0.012,0.002,0.0,0.01,0.002,0.006,0.10599999999999998,0.016,0.0,0.0,0.006,0.024,0.012,0.008,0.0,0.008,0.0,0.008,0.012,0.002,0.012,0.0,0.0,0.012,0.0,0.016,0.032,0.004,0.01,0.0,0.012,0.004,0.0,0.02,0.024,0.078,0.0,0.0
G13,0.004,0.144,0.006,0.006,,0.004,0.01,0.036,0.034,0.012,0.008,0.008,0.006,0.01,0.12,0.126,0.024,0.0,0.0,0.002,0.018,0.016,0.018000000000000002,0.0,0.022,0.036,0.02,0.02,0.0,0.0,0.002,0.0,0.02,0.002,0.002,0.0,0.033999999999999996,0.006,0.012,0.008,0.002,0.0,0.0,0.006,0.0,0.041999999999999996,0.06,0.054000000000000006,0.016,0.006,0.0,0.002,0.0,0.10800000000000001,0.05,0.0,0.0,0.016,0.014000000000000002,0.066,0.06000000000000001,0.0,0.06,0.072,0.01,0.016,0.024,0.004,0.0,0.134,0.057999999999999996,0.0,0.0,0.082,0.004,0.016,0.0,0.084,0.01,0.0,0.076,0.01,0.01,0.016,0.0,0.002,0.06000000000000001,0.0,0.018,0.0,0.036,0.002,0.0,0.548,0.05600000000000001,0.036,0.024,0.0,0.046,0.188
G14,0.008,0.018,0.0,0.004,0.002,,0.004,0.002,0.0,0.006,0.016,0.034,0.0,0.014000000000000002,0.002,0.016,0.004,0.078,0.0,0.0,0.008,0.002,0.0,0.0,0.002,0.03,0.014000000000000002,0.0,0.012,0.05600000000000001,0.004,0.006,0.006,0.01,0.0,0.20400000000000001,0.008,0.0,0.0,0.022000000000000002,0.2,0.002,0.0,0.018,0.01,0.016,0.002,0.02,0.012,0.026000000000000002,0.01,0.016,0.076,0.198,0.074,0.182,0.0,0.066,0.0,0.004,0.014000000000000002,0.048,0.01,0.014000000000000002,0.004,0.0,0.01,0.0,0.054000000000000006,0.082,0.026000000000000002,0.0,0.0,0.0,0.0,0.008,0.028000000000000004,0.006,0.012,0.06999999999999999,0.0,0.03,0.0,0.018,0.32200000000000006,0.022000000000000002,0.0,0.082,0.0,0.008,0.0,0.048,0.01,0.016,0.01,0.0,0.08600000000000001,0.42000000000000004,0.0,0.016
G15,0.006,0.012,0.196,0.0,0.0,0.004,,0.0,0.014000000000000002,0.012,0.006,0.042,0.044,0.026000000000000002,0.0,0.0,0.002,0.006,0.066,0.0,0.0,0.016,0.016,0.012,0.024,0.028000000000000004,0.0,0.0,0.024,0.0,0.018,0.034,0.0,0.014000000000000002,0.0,0.0,0.006,0.034,0.002,0.0,0.024,0.068,0.006,0.014000000000000002,0.014000000000000002,0.01,0.11200000000000002,0.018,0.128,0.018000000000000002,0.196,0.026000000000000002,0.014000000000000002,0.024,0.036,0.026000000000000002,0.016,0.044000000000000004,0.026000000000000002,0.006,0.05,0.034,0.066,0.038,0.10400000000000001,0.044,0.008,0.002,0.018000000000000002,0.044000000000000004,0.006,0.04,0.008,0.0,0.034,0.05800000000000001,0.27999999999999997,0.022,0.02,0.012,0.064,0.06000000000000001,0.21800000000000003,0.022000000000000002,0.004,0.0,0.018,0.036,0.012,0.01,0.002,0.022000000000000002,0.01,0.02,0.014000000000000002,0.06,0.018,0.008,0.024,0.0
G16,0.006,0.044000000000000004,0.028000000000000004,0.0,0.01,0.004,0.026000000000000002,,0.052000000000000005,0.008,0.046,0.0,0.022,0.042,0.012,0.054000000000000006,0.08399999999999999,0.018,0.0,0.0,0.022,0.004,0.028000000000000004,0.09000000000000001,0.022000000000000002,0.004,0.146,0.036,0.032,0.048,0.0,0.026000000000000002,0.024,0.174,0.048,0.006,0.033999999999999996,0.014000000000000002,0.0,0.042,0.0,0.0,0.022000000000000002,0.002,0.016,0.11400000000000002,0.014000000000000002,0.026000000000000002,0.02,0.002,0.01,0.198,0.008,0.0,0.05,0.01,0.0,0.002,0.012,0.022000000000000002,0.0,0.016,0.0,0.0,0.006,0.054000000000000006,0.24000000000000005,0.0,0.11600000000000002,0.01,0.008,0.0,0.0,0.024,0.028000000000000004,0.006,0.014000000000000002,0.0,0.0,0.006,0.014000000000000002,0.01,0.024,0.02,0.002,0.004,0.018,0.086,0.094,0.12,0.0,0.0,0.008,0.018,0.0,0.0,0.072,0.006,0.176,0.016
G17,0.0,0.0,0.006,0.006,0.014000000000000002,0.002,0.01,0.05600000000000001,,0.0,0.05,0.004,0.022,0.022,0.0,0.012,0.0,0.004,0.004,0.0,0.006,0.0,0.046,0.006,0.04,0.0,0.0,0.002,0.002,0.030000000000000006,0.002,0.0,0.024,0.012,0.39,0.008,0.004,0.044,0.004,0.06000000000000001,0.008,0.0,0.004,0.012,0.002,0.0,0.004,0.0,0.008,0.026000000000000002,0.0,0.0,0.054000000000000006,0.06200000000000001,0.0,0.126,0.05,0.032,0.17200000000000001,0.016,0.004,0.018,0.004,0.0,0.028000000000000004,0.31399999999999995,0.014000000000000002,0.038,0.028000000000000004,0.002,0.052000000000000005,0.036,0.006,0.06000000000000001,0.094,0.008,0.004,0.016,0.002,0.002,0.0,0.006,0.0,0.344,0.194,0.008,0.05,0.02,0.032,0.028000000000000004,0.0,0.0,0.0,0.006,0.0,0.0,0.016,0.094,0.0,0.0
