,G10,G100,G11,G12,G13,G14,G15,G16,G17,G18,G19,G2,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G3,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G4,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G5,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G6,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G7,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G8,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G9,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G1
G1,0.09200000000000001,0.39999999999999997,0.018,0.11600000000000002,0.052000000000000005,0.0,0.02,0.028000000000000004,0.033999999999999996,0.0,0.01,0.028000000000000004,0.246,0.0,0.022,0.004,0.004,0.0,0.014000000000000002,0.02,0.02,0.014000000000000002,0.004,0.0,0.016,0.0,0.01,0.126,0.04,0.0,0.026000000000000002,0.0,0.026000000000000002,0.006,0.004,0.006,0.0,0.0,0.06200000000000001,0.008,0.004,0.044000000000000004,0.016,0.006,0.006,0.008,0.0,0.0,0.014000000000000002,0.05800000000000001,0.038,0.014000000000000002,0.004,0.002,0.0,0.016,0.0,0.01,0.0,0.030000000000000006,0.022000000000000002,0.01,0.024,0.004,0.01,0.0,0.05,0.0,0.15,0.044000000000000004,0.0,0.012,0.012,0.0,0.008,0.004,0.004,0.072,0.002,0.032,0.024,0.178,0.016,0.04,0.0,0.0,0.014000000000000002,0.02,0.022,0.33999999999999997,0.006,0.016,0.022,0.014000000000000002,0.002,0.006,0.006,0.064,0.0,
G10,,0.002,0.0,0.196,0.0,0.0,0.23600000000000004,0.004,0.096,0.0,0.0,0.004,0.018000000000000002,0.0,0.008,0.012,0.15399999999999997,0.026000000000000002,0.0,0.0,0.024,0.024,0.032,0.042,0.004,0.0,0.0,0.02,0.006,0.032,0.134,0.012,0.028000000000000004,0.006,0.004,0.024,0.008,0.004,0.0,0.0,0.19,0.046,0.10200000000000001,0.030000000000000006,0.008,0.006,0.008,0.006,0.024,0.038,0.0,0.0,0.004,0.238,0.022,0.008,0.028000000000000004,0.032,0.03,0.016,0.0,0.076,0.0,0.0,0.05,0.012,0.034,0.01,0.012,0.008,0.012,0.002,0.02,0.028000000000000004,0.028000000000000004,0.002,0.002,0.14,0.014000000000000002,0.23600000000000004,0.01,0.024,0.0,0.002,0.022,0.016,0.022,0.016,0.01,0.0,0.01,0.0,0.016,0.0,0.0,0.0,0.02,0.004,0.0,0.146
G100,0.0,,0.0,0.026000000000000002,0.004,0.0,0.0,0.0,0.002,0.0,0.006,0.01,0.0,0.0,0.006,0.016,0.008,0.0,0.20400000000000001,0.0,0.0,0.072,0.004,0.0,0.012,0.0,0.064,0.374,0.0,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.0,0.002,0.0,0.008,0.25999999999999995,0.0,0.0,0.0,0.0,0.002,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.008,0.5720000000000001,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.088,0.014000000000000002,0.0,0.042,0.0,0.0,0.0,0.026000000000000002,0.0,0.024,0.030000000000000006,0.038,0.0,0.0,0.33999999999999997,0.0,0.0,0.002,0.016,0.024,0.0,0.012,0.0,0.002,0.0,0.006,0.298,0.02,0.014000000000000002,0.0,0.10999999999999999,0.0,0.008,0.0,0.002,0.002,0.10800000000000001
G11,0.0,0.004,,0.008,0.002,0.026000000000000002,0.002,0.008,0.028000000000000004,0.016,0.046,0.006,0.016,0.018,0.0,0.0,0.038,0.02,0.008,0.028000000000000004,0.016,0.028000000000000004,0.01,0.012,0.016,0.038,0.008,0.008,0.086,0.02,0.034,0.006,0.11800000000000002,0.0,0.054000000000000006,0.01,0.018,0.0,0.01,0.012,0.12400000000000003,0.016,0.014000000000000002,0.014000000000000002,0.01,0.0,0.0,0.0,0.014000000000000002,0.004,0.0,0.002,0.122,0.0,0.006,0.0,0.004,0.033999999999999996,0.006,0.008,0.01,0.01,0.018,0.008,0.004,0.008,0.004,0.028000000000000004,0.158,0.08,0.142,0.018000000000000002,0.0,0.0,0.04,0.028000000000000004,0.26399999999999996,0.022000000000000002,0.072,0.034,0.01,0.02,0.0,0.004,0.05800000000000001,0.008,0.048,0.048,0.014000000000000002,0.016,0.036,0.038,0.2819999999999999,0.146,0.038,0.016,0.012,0.018,0.072,0.012
G12,0.12,0.064,0.0,,0.04,0.006,0.01,0.014000000000000002,0.006,0.0,0.004,0.01,0.0,0.026000000000000002,0.012,0.012,0.030000000000000006,0.0,0.006,0.01,0.002,0.0,0.03200000000000001,0.01,0.198,0.0,0.01,0.858,0.008,0.002,0.01,0.0,0.038,0.014000000000000002,0.004,0.012,0.0,0.014000000000000002,0.002,0.0,0.026000000000000002,0.006,0.016,0.0,0.004,0.0,0.024,0.006,0.0,0.008,0.01,0.0,0.004,0.026000000000000002,0.006,0.004,0.006,0.0,0.11599999999999999,0.026000000000000002,0.054000000000000006,0.01,0.030000000000000006,0.036,0.006,0.046,0.05600000000000001,0.008,0.0,0.006,0.024,0.006,0.012,0.004,0.02,0.02,0.002,0.316,0.006,0.0,0.002,0.0,0.0,0.0,0.036000000000000004,0.018,0.002,0.0,0.06999999999999999,0.11400000000000002,0.022,0.022,0.006,0.012,0.012,0.042,0.006,0.012,0.0,0.07
G13,0.006,0.0,0.012,0.132,,0.9720000000000001,0.01,0.012,0.05800000000000001,0.018,0.008,0.038,0.008,0.002,0.044,0.0,0.0,0.012,0.008,0.01,0.0,0.022,0.006,0.022000000000000002,0.038,0.028000000000000004,0.0,0.21600000000000003,0.0,0.192,0.0,0.0,0.002,0.0,0.018,0.092,0.006,0.0,0.008,0.012,0.006,0.0,0.033999999999999996,0.0,0.04,0.038,0.002,0.006,0.01,0.002,0.014000000000000002,0.0,0.0,0.016,0.08,0.026000000000000002,0.006,0.05800000000000001,0.002,0.004,0.004,0.018,0.002,0.012,0.026000000000000002,0.06399999999999999,0.01,0.012,0.022,0.0,0.012,0.024,0.008,0.02,0.02,0.022000000000000002,0.02,0.014000000000000002,0.016,0.03,0.0,0.0,0.008,0.004,0.01,0.024,0.018,0.0,0.024,0.0,0.074,0.002,0.018,0.0,0.028000000000000004,0.0,0.008,0.0,0.008,0.06200000000000001
G14,0.0,0.1,0.012,0.004,0.9280000000000002,,0.0,0.0,0.0,0.022000000000000002,0.0,0.004,0.008,0.0,0.008,0.0,0.0,0.002,0.024,0.0,0.004,0.0,0.0,0.026000000000000002,0.0,0.002,0.014000000000000002,0.012,0.0,0.036,0.014000000000000002,0.004,0.004,0.014000000000000002,0.01,0.21200000000000002,0.012,0.0,0.0,0.004,0.033999999999999996,0.1,0.0,0.01,0.002,0.01,0.014000000000000002,0.01,0.008,0.0,0.006,0.012,0.0,0.0,0.008,0.06,0.016,0.22999999999999998,0.0,0.0,0.004,0.0,0.0,0.298,0.0,0.002,0.0,0.008,0.006,0.076,0.002,0.05800000000000001,0.018,0.0,0.048,0.024,0.016,0.0,0.01,0.068,0.168,0.0,0.012,0.0,0.012,0.008,0.002,0.004,0.0,0.0,0.002,0.014000000000000002,0.0,0.0,0.002,0.0,0.01,0.004,0.124,0.0
G15,0.298,0.0,0.0,0.026000000000000002,0.014000000000000002,0.0,,0.06000000000000001,0.014000000000000002,0.01,0.0,0.086,0.184,0.022000000000000002,0.05800000000000001,0.004,0.014000000000000002,0.01,0.0,0.04,0.046,0.0,0.0,0.006,0.296,0.0,0.014000000000000002,0.033999999999999996,0.022,0.034,0.0,0.002,0.05800000000000001,0.002,0.0,0.01,0.046000000000000006,0.124,0.014000000000000002,0.012,0.028000000000000004,0.05600000000000001,0.062,0.05600000000000001,0.022000000000000002,0.09000000000000001,0.026000000000000002,0.136,0.004,0.008,0.0,0.05600000000000001,0.0,0.01,0.032,0.008,0.002,0.016,0.002,0.0,0.01,0.01,0.064,0.0,0.016,0.01,0.016,0.004,0.016,0.066,0.01,0.055999999999999994,0.01,0.0,0.002,0.048,0.018,0.002,0.03200000000000001,0.012,0.016,0.004,0.0,0.0,0.004,0.024,0.018,0.03,0.03,0.006,0.022000000000000002,0.02,0.0,0.01,0.008,0.01,0.008,0.176,0.01,0.028000000000000004
G16,0.02,0.0,0.0,0.016,0.014000000000000002,0.0,0.016,,0.0,0.096,0.01,0.0,0.02,0.0,0.06,0.0,0.068,0.05600000000000001,0.01,0.002,0.018,0.066,0.01,0.0,0.016,0.064,0.036,0.002,0.004,0.002,0.004,0.02,0.044000000000000004,0.0,0.004,0.024,0.0,0.008,0.028000000000000004,0.094,0.046000000000000006,0.024,0.0,0.028000000000000004,0.05800000000000001,0.032,0.11200000000000002,0.002,0.018000000000000002,0.022000000000000002,0.006,0.05800000000000001,0.036,0.0,0.012,0.014000000000000002,0.038,0.012,0.01,0.004,0.092,0.0,0.032,0.016,0.05800000000000001,0.042,0.036,0.0,0.030000000000000006,0.012,0.008,0.030000000000000006,0.012,0.004,0.036,0.066,0.018,0.0,0.0,0.008,0.006,0.0,0.23200000000000004,0.012,0.024,0.008,0.0,0.002,0.22000000000000003,0.0,0.028000000000000004,0.348,0.012,0.0,0.004,0.0,0.06400000000000002,0.10200000000000001,0.034,0.03200000000000001
G17,0.05,0.06799999999999999,0.0,0.006,0.048,0.004,0.004,0.016,,0.036,0.012,0.0,0.012,0.028000000000000004,0.098,0.038,0.0,0.022000000000000002,0.004,0.036,0.012,0.004,0.022000000000000002,0.04,0.004,0.006,0.038,0.016,0.62,0.018,0.084,0.02,0.366,0.004,0.006,0.044000000000000004,0.0,0.006,0.21400000000000002,0.014000000000000002,0.0,0.004,0.004,0.0,0.014000000000000002,0.004,0.026000000000000002,0.0,0.0,0.012,0.024,0.008,0.026000000000000002,0.022000000000000002,0.016,0.002,0.046,0.028000000000000004,0.034,0.016,0.006,0.018,0.006,0.006,0.018000000000000002,0.018000000000000002,0.002,0.014000000000000002,0.002,0.028000000000000004,0.022,0.002,0.028000000000000004,0.008,0.014000000000000002,0.0,0.002,0.0,0.046000000000000006,0.08600000000000001,0.014000000000000002,0.05600000000000001,0.014000000000000002,0.028000000000000004,0.0,0.018,0.04,0.01,0.008,0.0,0.002,0.006,0.014000000000000002,0.014000000000000002,0.006,0.016,0.0,0.054000000000000006,0.018,0.05
